"Rx Errors",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-10-27T06:00:43.843 UTC",0,"2021-10-27T06:00:43.843 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:44.858 UTC",0,"2021-10-27T06:00:44.858 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:45.874 UTC",0,"2021-10-27T06:00:45.874 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:46.890 UTC",0,"2021-10-27T06:00:46.890 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:47.907 UTC",0,"2021-10-27T06:00:47.907 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:48.924 UTC",0,"2021-10-27T06:00:48.924 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:49.941 UTC",0,"2021-10-27T06:00:49.941 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:50.956 UTC",0,"2021-10-27T06:00:50.956 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:51.969 UTC",0,"2021-10-27T06:00:51.969 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:52.981 UTC",0,"2021-10-27T06:00:52.981 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:53.992 UTC",0,"2021-10-27T06:00:53.992 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:55.005 UTC",0,"2021-10-27T06:00:55.005 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:56.016 UTC",0,"2021-10-27T06:00:56.016 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:57.029 UTC",0,"2021-10-27T06:00:57.029 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:58.040 UTC",0,"2021-10-27T06:00:58.040 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:00:59.052 UTC",0,"2021-10-27T06:00:59.052 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:00.063 UTC",0,"2021-10-27T06:01:00.063 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:01.076 UTC",0,"2021-10-27T06:01:01.076 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:02.089 UTC",0,"2021-10-27T06:01:02.089 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:03.100 UTC",0,"2021-10-27T06:01:03.100 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:04.112 UTC",0,"2021-10-27T06:01:04.112 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:05.126 UTC",0,"2021-10-27T06:01:05.126 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:06.139 UTC",0,"2021-10-27T06:01:06.139 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:07.151 UTC",0,"2021-10-27T06:01:07.151 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:08.167 UTC",0,"2021-10-27T06:01:08.167 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:09.178 UTC",0,"2021-10-27T06:01:09.178 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:10.190 UTC",0,"2021-10-27T06:01:10.190 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:11.207 UTC",0,"2021-10-27T06:01:11.207 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:12.220 UTC",0,"2021-10-27T06:01:12.220 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:13.232 UTC",0,"2021-10-27T06:01:13.232 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:14.243 UTC",0,"2021-10-27T06:01:14.243 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:15.257 UTC",0,"2021-10-27T06:01:15.257 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:16.271 UTC",0,"2021-10-27T06:01:16.271 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:17.282 UTC",0,"2021-10-27T06:01:17.282 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:18.293 UTC",0,"2021-10-27T06:01:18.293 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:19.305 UTC",0,"2021-10-27T06:01:19.305 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:20.318 UTC",0,"2021-10-27T06:01:20.318 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:21.329 UTC",0,"2021-10-27T06:01:21.329 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:22.340 UTC",0,"2021-10-27T06:01:22.340 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:23.351 UTC",0,"2021-10-27T06:01:23.351 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:24.364 UTC",0,"2021-10-27T06:01:24.364 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:25.376 UTC",0,"2021-10-27T06:01:25.376 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:26.388 UTC",0,"2021-10-27T06:01:26.388 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:27.399 UTC",0,"2021-10-27T06:01:27.399 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:28.410 UTC",0,"2021-10-27T06:01:28.410 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:29.422 UTC",0,"2021-10-27T06:01:29.422 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:30.434 UTC",0,"2021-10-27T06:01:30.434 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:31.445 UTC",0,"2021-10-27T06:01:31.445 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:32.455 UTC",0,"2021-10-27T06:01:32.455 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:33.467 UTC",0,"2021-10-27T06:01:33.467 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:34.478 UTC",0,"2021-10-27T06:01:34.478 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:35.490 UTC",0,"2021-10-27T06:01:35.490 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:36.501 UTC",0,"2021-10-27T06:01:36.501 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:37.512 UTC",0,"2021-10-27T06:01:37.512 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:38.524 UTC",0,"2021-10-27T06:01:38.524 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:39.536 UTC",0,"2021-10-27T06:01:39.536 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:40.547 UTC",0,"2021-10-27T06:01:40.547 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:41.559 UTC",0,"2021-10-27T06:01:41.559 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:42.570 UTC",0,"2021-10-27T06:01:42.570 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:43.632 UTC",0,"2021-10-27T06:01:43.632 UTC",0,
NA,NA,NA,NA,"2021-10-27T06:01:44.655 UTC",0,"2021-10-27T06:01:44.655 UTC",0,
