"Realtime Mbps",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UDP DL/RX (Mbps)",
"2022-02-17T09:42:25.036 UTC",0,"2022-02-17T09:42:25.036 UTC",0,"2022-02-17T09:42:43.359 UTC",62.35517,
"2022-02-17T09:42:26.041 UTC",0,"2022-02-17T09:42:26.041 UTC",0,"2022-02-17T09:42:44.367 UTC",60.1944,
"2022-02-17T09:42:27.046 UTC",0,"2022-02-17T09:42:27.046 UTC",0,"2022-02-17T09:42:45.374 UTC",60.17434,
"2022-02-17T09:42:28.054 UTC",0,"2022-02-17T09:42:28.054 UTC",0,"2022-02-17T09:42:46.379 UTC",60.22933,
"2022-02-17T09:42:29.059 UTC",0,"2022-02-17T09:42:29.059 UTC",0,"2022-02-17T09:42:47.385 UTC",61.14525,
"2022-02-17T09:42:30.065 UTC",0,"2022-02-17T09:42:30.065 UTC",0,"2022-02-17T09:42:48.392 UTC",61.61122,
"2022-02-17T09:42:31.070 UTC",0,"2022-02-17T09:42:31.070 UTC",0,"2022-02-17T09:42:49.399 UTC",62.05514,
"2022-02-17T09:42:32.075 UTC",0,"2022-02-17T09:42:32.075 UTC",0,"2022-02-17T09:42:50.406 UTC",62.12709,
"2022-02-17T09:42:33.080 UTC",0,"2022-02-17T09:42:33.080 UTC",0,"2022-02-17T09:42:51.412 UTC",63.3832,
"2022-02-17T09:42:34.085 UTC",0,"2022-02-17T09:42:34.085 UTC",0,"2022-02-17T09:42:52.419 UTC",63.62217,
"2022-02-17T09:42:35.092 UTC",0,"2022-02-17T09:42:35.092 UTC",0,"2022-02-17T09:42:53.425 UTC",64.40297,
"2022-02-17T09:42:36.098 UTC",0,"2022-02-17T09:42:36.098 UTC",0,"2022-02-17T09:42:54.432 UTC",63.97912,
"2022-02-17T09:42:37.106 UTC",0,"2022-02-17T09:42:37.106 UTC",0,"2022-02-17T09:42:55.439 UTC",63.77094,
"2022-02-17T09:42:38.328 UTC",0,"2022-02-17T09:42:38.328 UTC",0,"2022-02-17T09:42:56.446 UTC",63.76654,
"2022-02-17T09:42:39.336 UTC",0,"2022-02-17T09:42:39.336 UTC",0,"2022-02-17T09:42:57.451 UTC",63.78677,
"2022-02-17T09:42:40.342 UTC",0,"2022-02-17T09:42:40.342 UTC",0,"2022-02-17T09:42:58.457 UTC",63.78002,
"2022-02-17T09:42:41.349 UTC",0,"2022-02-17T09:42:41.349 UTC",0,"2022-02-17T09:42:59.463 UTC",63.59402,
"2022-02-17T09:42:42.355 UTC",0,"2022-02-17T09:42:42.355 UTC",0,"2022-02-17T09:43:00.470 UTC",63.83002,
"2022-02-17T09:42:43.359 UTC",0,"2022-02-17T09:42:43.359 UTC",62.35517,"2022-02-17T09:43:01.476 UTC",63.80983,
"2022-02-17T09:42:44.367 UTC",0,"2022-02-17T09:42:44.367 UTC",60.1944,"2022-02-17T09:43:02.483 UTC",63.80041,
"2022-02-17T09:42:45.374 UTC",0,"2022-02-17T09:42:45.374 UTC",60.17434,"2022-02-17T09:43:03.491 UTC",63.84871,
"2022-02-17T09:42:46.379 UTC",0,"2022-02-17T09:42:46.379 UTC",60.22933,"2022-02-17T09:43:04.498 UTC",63.78787,
"2022-02-17T09:42:47.385 UTC",0,"2022-02-17T09:42:47.385 UTC",61.14525,"2022-02-17T09:43:05.505 UTC",63.78827,
"2022-02-17T09:42:48.392 UTC",0,"2022-02-17T09:42:48.392 UTC",61.61122,"2022-02-17T09:43:06.512 UTC",63.72483,
"2022-02-17T09:42:49.399 UTC",0,"2022-02-17T09:42:49.399 UTC",62.05514,"2022-02-17T09:43:07.518 UTC",63.53325,
"2022-02-17T09:42:50.406 UTC",0,"2022-02-17T09:42:50.406 UTC",62.12709,"2022-02-17T09:43:08.525 UTC",63.54228,
"2022-02-17T09:42:51.412 UTC",0,"2022-02-17T09:42:51.412 UTC",63.3832,"2022-02-17T09:43:09.532 UTC",63.76446,
"2022-02-17T09:42:52.419 UTC",0,"2022-02-17T09:42:52.419 UTC",63.62217,"2022-02-17T09:43:10.541 UTC",63.88707,
"2022-02-17T09:42:53.425 UTC",0,"2022-02-17T09:42:53.425 UTC",64.40297,"2022-02-17T09:43:11.548 UTC",63.83837,
"2022-02-17T09:42:54.432 UTC",0,"2022-02-17T09:42:54.432 UTC",63.97912,"2022-02-17T09:43:12.556 UTC",63.82073,
"2022-02-17T09:42:55.439 UTC",0,"2022-02-17T09:42:55.439 UTC",63.77094,"2022-02-17T09:43:13.562 UTC",63.80168,
"2022-02-17T09:42:56.446 UTC",0,"2022-02-17T09:42:56.446 UTC",63.76654,"2022-02-17T09:43:14.568 UTC",63.85256,
"2022-02-17T09:42:57.451 UTC",0,"2022-02-17T09:42:57.451 UTC",63.78677,"2022-02-17T09:43:15.576 UTC",63.88368,
"2022-02-17T09:42:58.457 UTC",0,"2022-02-17T09:42:58.457 UTC",63.78002,"2022-02-17T09:43:16.582 UTC",63.92905,
"2022-02-17T09:42:59.463 UTC",0,"2022-02-17T09:42:59.463 UTC",63.59402,"2022-02-17T09:43:17.593 UTC",63.99965,
"2022-02-17T09:43:00.470 UTC",0,"2022-02-17T09:43:00.470 UTC",63.83002,"2022-02-17T09:43:18.602 UTC",64.00822,
"2022-02-17T09:43:01.476 UTC",0,"2022-02-17T09:43:01.476 UTC",63.80983,"2022-02-17T09:43:19.610 UTC",64.00424,
"2022-02-17T09:43:02.483 UTC",0,"2022-02-17T09:43:02.483 UTC",63.80041,"2022-02-17T09:43:20.617 UTC",63.97228,
"2022-02-17T09:43:03.491 UTC",0,"2022-02-17T09:43:03.491 UTC",63.84871,"2022-02-17T09:43:21.623 UTC",63.87107,
"2022-02-17T09:43:04.498 UTC",0,"2022-02-17T09:43:04.498 UTC",63.78787,"2022-02-17T09:43:22.631 UTC",63.99569,
"2022-02-17T09:43:05.505 UTC",0,"2022-02-17T09:43:05.505 UTC",63.78827,"2022-02-17T09:43:23.640 UTC",64.23293,
"2022-02-17T09:43:06.512 UTC",0,"2022-02-17T09:43:06.512 UTC",63.72483,"2022-02-17T09:43:24.648 UTC",64.22344,
"2022-02-17T09:43:07.518 UTC",0,"2022-02-17T09:43:07.518 UTC",63.53325,"2022-02-17T09:43:25.659 UTC",63.93347,
"2022-02-17T09:43:08.525 UTC",0,"2022-02-17T09:43:08.525 UTC",63.54228,"2022-02-17T09:43:26.668 UTC",63.90524,
"2022-02-17T09:43:09.532 UTC",0,"2022-02-17T09:43:09.532 UTC",63.76446,"2022-02-17T09:43:27.680 UTC",63.8768,
"2022-02-17T09:43:10.541 UTC",0,"2022-02-17T09:43:10.541 UTC",63.88707,"2022-02-17T09:43:28.689 UTC",63.51043,
"2022-02-17T09:43:11.548 UTC",0,"2022-02-17T09:43:11.548 UTC",63.83837,"2022-02-17T09:43:29.697 UTC",63.83742,
"2022-02-17T09:43:12.556 UTC",0,"2022-02-17T09:43:12.556 UTC",63.82073,"2022-02-17T09:43:30.704 UTC",63.81718,
"2022-02-17T09:43:13.562 UTC",0,"2022-02-17T09:43:13.562 UTC",63.80168,"2022-02-17T09:43:31.714 UTC",64.00773,
"2022-02-17T09:43:14.568 UTC",0,"2022-02-17T09:43:14.568 UTC",63.85256,"2022-02-17T09:43:32.725 UTC",63.88635,
"2022-02-17T09:43:15.576 UTC",0,"2022-02-17T09:43:15.576 UTC",63.88368,"2022-02-17T09:43:33.735 UTC",63.91467,
"2022-02-17T09:43:16.582 UTC",0,"2022-02-17T09:43:16.582 UTC",63.92905,"2022-02-17T09:43:34.743 UTC",63.89222,
"2022-02-17T09:43:17.593 UTC",0,"2022-02-17T09:43:17.593 UTC",63.99965,"2022-02-17T09:43:35.752 UTC",63.87217,
"2022-02-17T09:43:18.602 UTC",0,"2022-02-17T09:43:18.602 UTC",64.00822,"2022-02-17T09:43:36.760 UTC",63.85429,
"2022-02-17T09:43:19.610 UTC",0,"2022-02-17T09:43:19.610 UTC",64.00424,"2022-02-17T09:43:37.767 UTC",63.8452,
"2022-02-17T09:43:20.617 UTC",0,"2022-02-17T09:43:20.617 UTC",63.97228,"2022-02-17T09:43:38.774 UTC",63.76515,
"2022-02-17T09:43:21.623 UTC",0,"2022-02-17T09:43:21.623 UTC",63.87107,"2022-02-17T09:43:39.782 UTC",63.7527,
"2022-02-17T09:43:22.631 UTC",0,"2022-02-17T09:43:22.631 UTC",63.99569,"2022-02-17T09:43:40.789 UTC",63.7418,
"2022-02-17T09:43:23.640 UTC",0,"2022-02-17T09:43:23.640 UTC",64.23293,"2022-02-17T09:43:41.796 UTC",63.73116,
"2022-02-17T09:43:24.648 UTC",0,"2022-02-17T09:43:24.648 UTC",64.22344,"2022-02-17T09:43:42.802 UTC",63.55949,
"2022-02-17T09:43:25.659 UTC",0,"2022-02-17T09:43:25.659 UTC",63.93347,"2022-02-17T09:43:43.809 UTC",63.83026,
"2022-02-17T09:43:26.668 UTC",0,"2022-02-17T09:43:26.668 UTC",63.90524,"2022-02-17T09:43:44.816 UTC",63.76725,
"2022-02-17T09:43:27.680 UTC",0,"2022-02-17T09:43:27.680 UTC",63.8768,"2022-02-17T09:43:45.822 UTC",63.68335,
"2022-02-17T09:43:28.689 UTC",0,"2022-02-17T09:43:28.689 UTC",63.51043,"2022-02-17T09:43:46.830 UTC",63.74981,
"2022-02-17T09:43:29.697 UTC",0,"2022-02-17T09:43:29.697 UTC",63.83742,"2022-02-17T09:43:47.837 UTC",63.72657,
"2022-02-17T09:43:30.704 UTC",0,"2022-02-17T09:43:30.704 UTC",63.81718,"2022-02-17T09:43:48.843 UTC",63.72435,
"2022-02-17T09:43:31.714 UTC",0,"2022-02-17T09:43:31.714 UTC",64.00773,"2022-02-17T09:43:49.850 UTC",63.50308,
"2022-02-17T09:43:32.725 UTC",0,"2022-02-17T09:43:32.725 UTC",63.88635,"2022-02-17T09:43:50.858 UTC",63.78542,
"2022-02-17T09:43:33.735 UTC",0,"2022-02-17T09:43:33.735 UTC",63.91467,"2022-02-17T09:43:51.868 UTC",63.88805,
"2022-02-17T09:43:34.743 UTC",0,"2022-02-17T09:43:34.743 UTC",63.89222,"2022-02-17T09:43:52.878 UTC",64.16057,
"2022-02-17T09:43:35.752 UTC",0,"2022-02-17T09:43:35.752 UTC",63.87217,"2022-02-17T09:43:53.887 UTC",63.96511,
"2022-02-17T09:43:36.760 UTC",0,"2022-02-17T09:43:36.760 UTC",63.85429,"2022-02-17T09:43:54.896 UTC",63.96951,
"2022-02-17T09:43:37.767 UTC",0,"2022-02-17T09:43:37.767 UTC",63.8452,"2022-02-17T09:43:55.905 UTC",63.92814,
"2022-02-17T09:43:38.774 UTC",0,"2022-02-17T09:43:38.774 UTC",63.76515,"2022-02-17T09:43:56.912 UTC",63.48498,
"2022-02-17T09:43:39.782 UTC",0,"2022-02-17T09:43:39.782 UTC",63.7527,"2022-02-17T09:43:57.921 UTC",63.78095,
"2022-02-17T09:43:40.789 UTC",0,"2022-02-17T09:43:40.789 UTC",63.7418,"2022-02-17T09:43:58.929 UTC",63.831,
"2022-02-17T09:43:41.796 UTC",0,"2022-02-17T09:43:41.796 UTC",63.73116,"2022-02-17T09:43:59.936 UTC",64.22831,
"2022-02-17T09:43:42.802 UTC",0,"2022-02-17T09:43:42.802 UTC",63.55949,"2022-02-17T09:44:00.943 UTC",63.95046,
"2022-02-17T09:43:43.809 UTC",0,"2022-02-17T09:43:43.809 UTC",63.83026,"2022-02-17T09:44:01.950 UTC",63.93417,
"2022-02-17T09:43:44.816 UTC",0,"2022-02-17T09:43:44.816 UTC",63.76725,"2022-02-17T09:44:02.956 UTC",63.94762,
"2022-02-17T09:43:45.822 UTC",0,"2022-02-17T09:43:45.822 UTC",63.68335,"2022-02-17T09:44:03.964 UTC",63.90085,
"2022-02-17T09:43:46.830 UTC",0,"2022-02-17T09:43:46.830 UTC",63.74981,"2022-02-17T09:44:04.972 UTC",63.77614,
"2022-02-17T09:43:47.837 UTC",0,"2022-02-17T09:43:47.837 UTC",63.72657,"2022-02-17T09:44:05.983 UTC",63.75979,
"2022-02-17T09:43:48.843 UTC",0,"2022-02-17T09:43:48.843 UTC",63.72435,"2022-02-17T09:44:06.990 UTC",64.03335,
"2022-02-17T09:43:49.850 UTC",0,"2022-02-17T09:43:49.850 UTC",63.50308,"2022-02-17T09:44:07.997 UTC",63.86696,
"2022-02-17T09:43:50.858 UTC",0,"2022-02-17T09:43:50.858 UTC",63.78542,"2022-02-17T09:44:09.002 UTC",63.90327,
"2022-02-17T09:43:51.868 UTC",0,"2022-02-17T09:43:51.868 UTC",63.88805,"2022-02-17T09:44:10.009 UTC",63.86748,
"2022-02-17T09:43:52.878 UTC",0,"2022-02-17T09:43:52.878 UTC",64.16057,"2022-02-17T09:44:11.018 UTC",63.46572,
"2022-02-17T09:43:53.887 UTC",0,"2022-02-17T09:43:53.887 UTC",63.96511,"2022-02-17T09:44:12.025 UTC",63.73,
"2022-02-17T09:43:54.896 UTC",0,"2022-02-17T09:43:54.896 UTC",63.96951,"2022-02-17T09:44:13.032 UTC",63.73345,
"2022-02-17T09:43:55.905 UTC",0,"2022-02-17T09:43:55.905 UTC",63.92814,"2022-02-17T09:44:14.039 UTC",63.74557,
"2022-02-17T09:43:56.912 UTC",0,"2022-02-17T09:43:56.912 UTC",63.48498,"2022-02-17T09:44:15.047 UTC",63.72088,
"2022-02-17T09:43:57.921 UTC",0,"2022-02-17T09:43:57.921 UTC",63.78095,"2022-02-17T09:44:16.056 UTC",63.73146,
"2022-02-17T09:43:58.929 UTC",0,"2022-02-17T09:43:58.929 UTC",63.831,"2022-02-17T09:44:17.063 UTC",63.72248,
"2022-02-17T09:43:59.936 UTC",0,"2022-02-17T09:43:59.936 UTC",64.22831,"2022-02-17T09:44:18.070 UTC",63.7339,
"2022-02-17T09:44:00.943 UTC",0,"2022-02-17T09:44:00.943 UTC",63.95046,"2022-02-17T09:44:19.077 UTC",63.66427,
"2022-02-17T09:44:01.950 UTC",0,"2022-02-17T09:44:01.950 UTC",63.93417,"2022-02-17T09:44:20.084 UTC",63.67265,
"2022-02-17T09:44:02.956 UTC",0,"2022-02-17T09:44:02.956 UTC",63.94762,"2022-02-17T09:44:21.093 UTC",63.64668,
"2022-02-17T09:44:03.964 UTC",0,"2022-02-17T09:44:03.964 UTC",63.90085,"2022-02-17T09:44:22.101 UTC",63.81945,
"2022-02-17T09:44:04.972 UTC",0,"2022-02-17T09:44:04.972 UTC",63.77614,"2022-02-17T09:44:23.108 UTC",63.71999,
"2022-02-17T09:44:05.983 UTC",0,"2022-02-17T09:44:05.983 UTC",63.75979,"2022-02-17T09:44:24.117 UTC",63.72298,
"2022-02-17T09:44:06.990 UTC",0,"2022-02-17T09:44:06.990 UTC",64.03335,"2022-02-17T09:44:25.124 UTC",63.7261,
"2022-02-17T09:44:07.997 UTC",0,"2022-02-17T09:44:07.997 UTC",63.86696,"2022-02-17T09:44:26.131 UTC",63.52303,
"2022-02-17T09:44:09.002 UTC",0,"2022-02-17T09:44:09.002 UTC",63.90327,"2022-02-17T09:44:27.138 UTC",63.63445,
"2022-02-17T09:44:10.009 UTC",0,"2022-02-17T09:44:10.009 UTC",63.86748,"2022-02-17T09:44:28.308 UTC",63.59751,
"2022-02-17T09:44:11.018 UTC",0,"2022-02-17T09:44:11.018 UTC",63.46572,"2022-02-17T09:44:29.317 UTC",63.73631,
"2022-02-17T09:44:12.025 UTC",0,"2022-02-17T09:44:12.025 UTC",63.73,"2022-02-17T09:44:30.326 UTC",63.72653,
"2022-02-17T09:44:13.032 UTC",0,"2022-02-17T09:44:13.032 UTC",63.73345,"2022-02-17T09:44:31.334 UTC",63.49892,
"2022-02-17T09:44:14.039 UTC",0,"2022-02-17T09:44:14.039 UTC",63.74557,"2022-02-17T09:44:32.340 UTC",63.64769,
"2022-02-17T09:44:15.047 UTC",0,"2022-02-17T09:44:15.047 UTC",63.72088,"2022-02-17T09:44:33.347 UTC",63.61965,
"2022-02-17T09:44:16.056 UTC",0,"2022-02-17T09:44:16.056 UTC",63.73146,"2022-02-17T09:44:34.355 UTC",63.60601,
"2022-02-17T09:44:17.063 UTC",0,"2022-02-17T09:44:17.063 UTC",63.72248,"2022-02-17T09:44:35.364 UTC",63.9685,
"2022-02-17T09:44:18.070 UTC",0,"2022-02-17T09:44:18.070 UTC",63.7339,"2022-02-17T09:44:36.373 UTC",63.84054,
"2022-02-17T09:44:19.077 UTC",0,"2022-02-17T09:44:19.077 UTC",63.66427,"2022-02-17T09:44:37.381 UTC",64.0267,
"2022-02-17T09:44:20.084 UTC",0,"2022-02-17T09:44:20.084 UTC",63.67265,"2022-02-17T09:44:38.388 UTC",63.79747,
"2022-02-17T09:44:21.093 UTC",0,"2022-02-17T09:44:21.093 UTC",63.64668,"2022-02-17T09:44:39.395 UTC",63.7409,
"2022-02-17T09:44:22.101 UTC",0,"2022-02-17T09:44:22.101 UTC",63.81945,"2022-02-17T09:44:40.403 UTC",63.72067,
"2022-02-17T09:44:23.108 UTC",0,"2022-02-17T09:44:23.108 UTC",63.71999,"2022-02-17T09:44:41.411 UTC",63.73867,
"2022-02-17T09:44:24.117 UTC",0,"2022-02-17T09:44:24.117 UTC",63.72298,"2022-02-17T09:44:42.418 UTC",63.72731,
"2022-02-17T09:44:25.124 UTC",0,"2022-02-17T09:44:25.124 UTC",63.7261,"2022-02-17T09:44:43.427 UTC",63.71507,
"2022-02-17T09:44:26.131 UTC",0,"2022-02-17T09:44:26.131 UTC",63.52303,"2022-02-17T09:44:44.434 UTC",63.4368,
"2022-02-17T09:44:27.138 UTC",0,"2022-02-17T09:44:27.138 UTC",63.63445,"2022-02-17T09:44:45.442 UTC",62.31299,
"2022-02-17T09:44:28.308 UTC",0,"2022-02-17T09:44:28.308 UTC",63.59751,"2022-02-17T09:44:46.451 UTC",50.4666,
"2022-02-17T09:44:29.317 UTC",0,"2022-02-17T09:44:29.317 UTC",63.73631,"2022-02-17T09:44:47.457 UTC",34.20846,
"2022-02-17T09:44:30.326 UTC",0,"2022-02-17T09:44:30.326 UTC",63.72653,"2022-02-17T09:44:48.464 UTC",31.25226,
"2022-02-17T09:44:31.334 UTC",0,"2022-02-17T09:44:31.334 UTC",63.49892,"2022-02-17T09:44:49.472 UTC",40.63724,
"2022-02-17T09:44:32.340 UTC",0,"2022-02-17T09:44:32.340 UTC",63.64769,"2022-02-17T09:44:50.479 UTC",53.95869,
"2022-02-17T09:44:33.347 UTC",0,"2022-02-17T09:44:33.347 UTC",63.61965,"2022-02-17T09:44:51.486 UTC",60.91923,
"2022-02-17T09:44:34.355 UTC",0,"2022-02-17T09:44:34.355 UTC",63.60601,"2022-02-17T09:44:52.493 UTC",65.52449,
"2022-02-17T09:44:35.364 UTC",0,"2022-02-17T09:44:35.364 UTC",63.9685,NA,NA,
"2022-02-17T09:44:36.373 UTC",0,"2022-02-17T09:44:36.373 UTC",63.84054,NA,NA,
"2022-02-17T09:44:37.381 UTC",0,"2022-02-17T09:44:37.381 UTC",64.0267,NA,NA,
"2022-02-17T09:44:38.388 UTC",0,"2022-02-17T09:44:38.388 UTC",63.79747,NA,NA,
"2022-02-17T09:44:39.395 UTC",0,"2022-02-17T09:44:39.395 UTC",63.7409,NA,NA,
"2022-02-17T09:44:40.403 UTC",0,"2022-02-17T09:44:40.403 UTC",63.72067,NA,NA,
"2022-02-17T09:44:41.411 UTC",0,"2022-02-17T09:44:41.411 UTC",63.73867,NA,NA,
"2022-02-17T09:44:42.418 UTC",0,"2022-02-17T09:44:42.418 UTC",63.72731,NA,NA,
"2022-02-17T09:44:43.427 UTC",0,"2022-02-17T09:44:43.427 UTC",63.71507,NA,NA,
"2022-02-17T09:44:44.434 UTC",0,"2022-02-17T09:44:44.434 UTC",63.4368,NA,NA,
"2022-02-17T09:44:45.442 UTC",0,"2022-02-17T09:44:45.442 UTC",62.31299,NA,NA,
"2022-02-17T09:44:46.451 UTC",0,"2022-02-17T09:44:46.451 UTC",50.4666,NA,NA,
"2022-02-17T09:44:47.457 UTC",0,"2022-02-17T09:44:47.457 UTC",34.20846,NA,NA,
"2022-02-17T09:44:48.464 UTC",0,"2022-02-17T09:44:48.464 UTC",31.25226,NA,NA,
"2022-02-17T09:44:49.472 UTC",0,"2022-02-17T09:44:49.472 UTC",40.63724,NA,NA,
"2022-02-17T09:44:50.479 UTC",0,"2022-02-17T09:44:50.479 UTC",53.95869,NA,NA,
"2022-02-17T09:44:51.486 UTC",0,"2022-02-17T09:44:51.486 UTC",60.91923,NA,NA,
"2022-02-17T09:44:52.493 UTC",0,"2022-02-17T09:44:52.493 UTC",65.52449,NA,NA,
